CompanyName,AuthorEmploymentStatus,AuthorJobRole,AuthorLocation,Pros,Cons,ReviewDate,ReviewMainText,ReviewTitle,OverallRating
AstraZenca,,Former Employee ,,High retention during poor economic times unless you're older,Replacing old with younger Representatives,24-Sep-19,I worked at AstraZeneca full-time for more than a year,"""Actively getting rid of older Sales Representatives""",3
AstraZenca,,Current Employee ,,"-Strong level of accountability, even at junior levels
-Commitment to growing internal talent","-Little to no job training
-More than expected shifts in management",7-Sep-19,I have been working at AstraZeneca full-time for more than a year,"""Big Pharma with Entrepreneurial Spirit""",4
AstraZenca,,Current Employee ,,Commitment to patients and their health solutions,Many people spend much of their day networking to advance themselves to the next position,18-Sep-19,I have been working at AstraZeneca full-time for more than 5 years,"""Experience will vary vastly by TA and team""",3
AstraZenca,,Former Employee ,,"Nice people, good work environment.","Politics, preferences, ambience, some people",17-Sep-19,I worked at AstraZeneca full-time,"""Work""",3
AstraZenca,,Former Employee ,,"Flexibility, Benefits, Salary, Life and Work balance",Yearly reviews were not that in depth,1-Sep-19,I worked at AstraZeneca full-time for more than 8 years,"""Great place to work at""",5
AstraZenca,,Former Employee ,,Rotational program gives wide view of the business,office politics are sometimes overwhelming,27-Aug-19,I worked at AstraZeneca full-time for less than a year,"""Great Opportunity for new grads""",4
AstraZenca,,Current Employee ,,"Great Benefits,  PTO, Tuition reimbursement, 401k match, company gym, and good cafe",Management can be really iffy and overbearing. Can be unreasonable with expectations and demands. Favoritism can be a pretty big part here as well.,31-Jul-19,I have been working at AstraZeneca full-time for more than 3 years,"""Great Company, Bad management in certain departments""",4
AstraZenca,,Former Employee ,,"Fast paced; strong ""get it done"" culture",There were no downsides to working there,14-Aug-19,I worked at AstraZeneca full-time for less than a year,"""Astra Zeneca- great place to work""",5
AstraZenca,,Former Employee ,,"Flexible working location and hours. Great onsite facility and benefit (happy hour, gym, office decorations, festivals). Great drug pipelines to work with. Smart peers to challenge mindsets.","Management team (esp. data science group) not clear on the vision and direction to guide the team, leaving team members clueless on how to engage with stakeholders and get blamed for things out of nowhere. Shows little empathy on employee's dedication. Hires managing team outside of pharma that lack of basic know-hows on drug development. Currently more of all-talk-no-action style that stalemates everything. Little to none upward career opportunities inside AZ except moving out of AZ then in later (favors external candidate disproportionately than internal candidates)",24-Aug-19,I worked at AstraZeneca full-time for more than 3 years,"""Generally good company but need more structuring and steering""",2
AstraZenca,,Former Employee ,,"Nice facility, nice and smart people, forward-thinking science, good mix of everything",Sometimes sudden change in directions,7-Aug-19,I worked at AstraZeneca full-time for more than 3 years,"""Medimmune for life""",4
AstraZenca,,Former Employee ,,Very competitive compensations and benefits,Hard to know what everyone else works on.,5-Aug-19,I worked at AstraZeneca full-time for more than a year,"""Benefits""",5
AstraZenca,,Current Employee ,,"Benefits, time off, salary, generous vacation days, etc.",Never first to market with product launches.,5-Aug-19,I have been working at AstraZeneca full-time,"""Love working at AZ!""",5
AstraZenca,,Former Employee ,,Care about their employee's wellbeing,Constant reorgs across the entire company,31-Jul-19,I worked at AstraZeneca full-time for more than 10 years,"""Great Company""",4
AstraZenca,,Current Employee ,,Great pipeline of products,"Toxic culture. 
No leadership",7-Sep-19,I have been working at AstraZeneca full-time for more than 5 years,"""Toxic work environment""",1
AstraZenca,,Current Employee ,,"Fair salary, good benefits, company car","Micromanage, lots of needless reports",15-Aug-19,I have been working at AstraZeneca full-time for more than 10 years,"""Micromanager""",3
AstraZenca,,Former Employee ,,"People, Pipeline, Leadership has a clear idea of what the endgame is.","Not too many, and none I would necessarily advise people to look out for that differ from other companies.",17-Jul-19,I worked at AstraZeneca full-time for more than 10 years,"""Really good company, good people and longevity if you're in the right area""",4
AstraZenca,,Current Employee ,,Excellent science and passion for helping patients,Many layers of bureaucracy to work through which slows work,1-Aug-19,I have been working at AstraZeneca full-time,"""Good place to work""",3
AstraZenca,,Former Employee ,,"Great culture, great work assignments, supportive management.
Rotation opportunity within the company.
They valued the Diversity and inclusion.",There is nothing I can tell as cons,31-May-19,I worked at AstraZeneca full-time for more than 3 years,"""Best place to work""",5
AstraZenca,,Current Employee ,,Work with  some nice people.,A lot of people left due to politics or layoffs,27-Jul-19,I have been working at AstraZeneca full-time for more than 5 years,"""Restructures often""",2
AstraZenca,,Current Employee ,,Good pipeline easy flow.  Hands off managers.,Bait and switch on territory and all hires are coming from outside. Sales goals are unrealistic.,22-Jul-19,I have been working at AstraZeneca full-time for more than a year,"""Not The best""",3
AstraZenca,,Former Employee ,,Innovative pipeline. Great people to work with.,Timelines tense and at times aspirational.,5-Jul-19,I worked at AstraZeneca full-time for more than 3 years,"""Innovation and Patients""",4
AstraZenca,,Former Employee ,,Those that have been there the longest are the ones that are listened to by upper management,"Those that have been there the longest are the ones that cause drama and gossip the most, they look for reasons to get people in trouble and treat co workers poorly because they are untouchable. I witnessed people get together to discuss what they will say to HR and management regarding people they do not like or plays by the rules set forth by Astra Zeneca and I watched management and HR target those same people. There was encouragement to record people’s conversation and present the recordings although this was against company policy. The place was so toxic and unwelcoming especially towards darker skinned or mixed people when the mixed people were identifying black. There was protection for certain people although they were blatantly racist and discriminate against people who they did not identify with and management as well as HR supported this behavior. Quality group would write untrue things in deviations, training records were falsified by those higher in management and the company got away with these things. The company seems to be racist and makes people that are not of the majority suffer by poor treatment. The people that have been there as manufacturing operators are the worst people to work with, the ad was person is nasty and treated people like crap purposefully intimidating those he did not like and favored those that were Spanish speaking.",11-Aug-19,I worked at AstraZeneca full-time for more than 3 years,"""Worst place to work""",1
